name,location,body_type,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
2021 Maruti Baleno DELTA CVT PETROL 1.2,Gurugram,Hatchback,2021,19045,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,700000.0
2022 Maruti Eeco 5 STR STD(O),Noida,MPV,2022,6841,Petrol,Manual,1,19.7,1196.0,79.0,5.0,650000.0,467000.0
2019 Maruti XL6 ZETA AT,Ghaziabad,MPV,2019,54342,Petrol,Automatic,1,20.3,1462.0,103.0,6.0,1200000.0,921000.0
2022 Maruti XL6 ALPHA PLUS MT,Faridabad,MPV,2022,43830,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1220000.0
2022 Maruti XL6 ALPHA PLUS AT,Delhi,MPV,2022,40395,Petrol,Automatic,2,20.3,1462.0,103.0,6.0,1200000.0,1185000.0
2021 Maruti Baleno ZETA CVT PETROL 1.2,Gurugram,Hatchback,2021,39141,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,700000.0
2015 Maruti Swift Dzire VXI,Noida,Hatchback,2015,82619,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,389000.0
2018 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Ghaziabad,Sedan,2018,45236,Petrol,Automatic,2,20.0,1462.0,103.0,5.0,1100000.0,687000.0
2015 Maruti Alto K10 VXI,Faridabad,Hatchback,2015,75053,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,243000.0
2020 Maruti Dzire VXI,Delhi,Sedan,2020,107988,Petrol,Manual,2,23.0,1197.0,89.0,5.0,900000.0,546000.0
2022 Maruti XL6 ZETA MT,Gurugram,MPV,2022,16283,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1103000.0
2018 Maruti Alto K10 VXI,Noida,Hatchback,2018,52966,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,308000.0
2016 Maruti Baleno DELTA CVT PETROL 1.2,Ghaziabad,Hatchback,2016,81039,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,453000.0
2017 Maruti Wagon R 1.0 VXI,Faridabad,Hatchback,2017,36674,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,363000.0
2020 Maruti Vitara Brezza LXI,Delhi,SUV,2020,29871,Petrol,Manual,2,18.7,1462.0,103.0,5.0,1150000.0,633000.0
2016 Maruti Alto 800 LXI,Gurugram,Hatchback,2016,29295,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,264000.0
2019 Maruti IGNIS DELTA 1.2,Noida,Hatchback,2019,51244,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,472000.0
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,Ghaziabad,Sedan,2019,59733,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,756000.0
2020 Maruti Ciaz ALPHA 1.5 SHVS PETROL,Faridabad,Sedan,2020,26199,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,887000.0
2017 Maruti Baleno ZETA CVT PETROL 1.2,Delhi,Hatchback,2017,42752,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,564000.0
2022 Maruti XL6 ZETA MT,Gurugram,MPV,2022,49458,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,973000.0
2020 Maruti Alto VXI,Noida,Hatchback,2020,27947,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,332000.0
2020 Maruti Baleno DELTA PETROL 1.2,Ghaziabad,Hatchback,2020,60935,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,598000.0
2022 Maruti Alto LXI O,Faridabad,Hatchback,2022,13283,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,377000.0
2017 Maruti Ciaz ALPHA 1.4 PETROL,Delhi,Sedan,2017,92386,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,609000.0
2020 Maruti Vitara Brezza VXI,Gurugram,SUV,2020,24819,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,710000.0
2013 Maruti Wagon R Stingray VXI,Noida,Hatchback,2013,70322,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,250000.0
2019 Maruti Dzire LXI,Ghaziabad,Sedan,2019,29453,Petrol,Manual,1,23.0,1197.0,89.0,5.0,900000.0,528000.0
2022 Maruti Vitara Brezza LXI,Faridabad,SUV,2022,36045,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,700000.0
2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Delhi,Sedan,2019,39821,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,839000.0
2019 Maruti Dzire LXI,Gurugram,Sedan,2019,33972,Petrol,Manual,1,23.0,1197.0,89.0,5.0,900000.0,511000.0
2019 Maruti Dzire ZXI PLUS,Noida,Sedan,2019,109938,Petrol,Manual,1,23.0,1197.0,89.0,5.0,900000.0,570000.0
2016 Maruti Wagon R 1.0 VXI AMT,Ghaziabad,Hatchback,2016,21218,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,750000.0,369000.0
2022 Maruti XL6 ALPHA PLUS AT DUAL TONE,Faridabad,MPV,2022,6634,Petrol,Automatic,1,20.3,1462.0,103.0,6.0,1200000.0,1288000.0
2019 Maruti S PRESSO VXI PLUS AMT,Delhi,Other,2019,26471,Petrol,Automatic,1,,,,,,412000.0
2022 Maruti Alto VXI,Gurugram,Hatchback,2022,27014,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,398000.0
2019 Maruti Swift ZXI,Noida,Hatchback,2019,43834,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,577000.0
2019 Maruti Vitara Brezza VDI AMT,Ghaziabad,SUV,2019,86541,Diesel,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,627000.0
2017 Maruti Alto K10 VXI (O) AMT,Faridabad,Hatchback,2017,42926,Petrol,Automatic,1,24.0,998.0,66.0,5.0,600000.0,341000.0
2019 Maruti Swift LXI,Delhi,Hatchback,2019,57073,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,455000.0
2021 Maruti Swift VXI AMT,Gurugram,Hatchback,2021,11486,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,850000.0,635000.0
2018 Maruti Celerio VXI,Noida,Hatchback,2018,11942,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,397000.0
2019 Maruti Swift VXI,Ghaziabad,Hatchback,2019,67091,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,525000.0
2022 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2022,25782,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,677000.0
2020 Maruti Vitara Brezza VXI AT SHVS,Delhi,SUV,2020,30949,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,809000.0
2018 Maruti Dzire ZXI AMT,Gurugram,Sedan,2018,50947,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,596000.0
2023 Maruti BREZZA ZXI SMART HYBRID,Noida,SUV,2023,8502,Petrol,Manual,2,18.7,1462.0,103.0,5.0,1150000.0,1026000.0
2022 Maruti Swift ZXI PLUS,Ghaziabad,Hatchback,2022,24626,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,721000.0
2021 Maruti IGNIS ALPHA 1.2 AMT,Faridabad,Hatchback,2021,38768,Petrol,Automatic,1,20.9,1197.0,82.0,5.0,800000.0,665000.0
2022 Maruti Swift VXI,Delhi,Hatchback,2022,35218,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,631000.0
2022 Maruti IGNIS DELTA 1.2,Gurugram,Hatchback,2022,18015,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,533000.0
2015 Maruti Swift Dzire ZXI,Noida,Hatchback,2015,43488,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,424000.0
2022 Maruti Eeco 5 STR AC CNG,Ghaziabad,MPV,2022,10783,CNG,Manual,1,19.7,1196.0,79.0,5.0,650000.0,599000.0
2017 Maruti Celerio VXI AMT,Faridabad,Hatchback,2017,22156,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,407000.0
2016 Maruti Swift LXI (O),Delhi,Hatchback,2016,69235,Petrol,Manual,3,22.0,1197.0,88.0,5.0,850000.0,337000.0
2017 Maruti Wagon R 1.0 VXI+,Gurugram,Hatchback,2017,60446,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,350000.0
2021 Maruti Dzire ZXI Plus AMT,Noida,Sedan,2021,23264,Petrol,Automatic,2,23.0,1197.0,89.0,5.0,900000.0,667000.0
2016 Maruti Ciaz VXI,Ghaziabad,Sedan,2016,123772,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,419000.0
2023 Maruti IGNIS SIGMA 1.2,Faridabad,Hatchback,2023,10469,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,523000.0
2016 Maruti Baleno DELTA PETROL 1.2,Delhi,Hatchback,2016,33099,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,477000.0
2021 Maruti Alto LXI OPT CNG,Gurugram,Hatchback,2021,38458,CNG,Manual,1,24.0,998.0,66.0,5.0,600000.0,402000.0
2018 Maruti Alto K10 VXI (O) AMT,Noida,Hatchback,2018,40632,Petrol,Automatic,1,24.0,998.0,66.0,5.0,600000.0,337000.0
2014 Maruti Ciaz VXI+,Ghaziabad,Sedan,2014,39298,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,452000.0
2015 Maruti Alto K10 VXI,Faridabad,Hatchback,2015,45475,Petrol,Manual,3,24.0,998.0,66.0,5.0,600000.0,227000.0
2019 Maruti Vitara Brezza ZDI,Delhi,SUV,2019,102604,Diesel,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,686000.0
2019 Maruti XL6 ZETA AT,Gurugram,MPV,2019,62418,Petrol,Automatic,2,20.3,1462.0,103.0,6.0,1200000.0,819000.0
2019 Maruti New Wagon-R VXI 1.2,Noida,Other,2019,19085,Petrol,Manual,1,,,,,,464000.0
2023 Maruti Alto K10 LXI,Ghaziabad,Hatchback,2023,14943,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,435000.0
2016 Maruti Alto K10 VXI,Faridabad,Hatchback,2016,86421,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,266000.0
2022 Maruti Ciaz ZETA AT 1.5 SHVS PETROL,Delhi,Sedan,2022,24062,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,1062000.0
2017 Maruti Dzire LXI,Gurugram,Sedan,2017,22148,Petrol,Manual,1,23.0,1197.0,89.0,5.0,900000.0,470000.0
2013 Maruti Swift LXI,Noida,Hatchback,2013,61671,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,283000.0
2021 Maruti IGNIS ALPHA 1.2,Ghaziabad,Hatchback,2021,30314,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,622000.0
2019 Maruti Baleno ZETA PETROL 1.2,Faridabad,Hatchback,2019,32866,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,584000.0
2021 Maruti Alto LXI,Delhi,Hatchback,2021,8830,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,366000.0
2020 Maruti New Wagon-R LXI CNG (O) 1.0,Gurugram,Other,2020,65081,CNG,Manual,1,,,,,,487000.0
2011 Maruti Wagon R 1.0 LX,Noida,Hatchback,2011,93282,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,162000.0
2020 Maruti Baleno SIGMA PETROL 1.2,Ghaziabad,Hatchback,2020,25069,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,551000.0
2019 Maruti Baleno ZETA CVT PETROL 1.2,Faridabad,Hatchback,2019,15895,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,681000.0
2015 Maruti Celerio VXI,Delhi,Hatchback,2015,75874,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,303000.0
2021 Maruti New Wagon-R LXI CNG 1.0,Gurugram,Other,2021,43689,CNG,Manual,1,,,,,,503000.0
2021 Maruti IGNIS SIGMA 1.2,Noida,Hatchback,2021,25742,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,479000.0
2018 Maruti Swift ZXI PLUS,Ghaziabad,Hatchback,2018,27356,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,594000.0
2020 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2020,27841,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,594000.0
2017 Maruti Ciaz ALPHA 1.4 PETROL,Delhi,Sedan,2017,93015,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,583000.0
2022 Maruti New Wagon-R ZXI 1.2,Gurugram,Other,2022,32238,Petrol,Manual,2,,,,,,498000.0
2021 Maruti Vitara Brezza VXI AT SHVS,Noida,SUV,2021,57060,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,842000.0
2021 Maruti Dzire VXI AMT,Ghaziabad,Sedan,2021,49622,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,660000.0
2016 Maruti Celerio VXI,Faridabad,Hatchback,2016,54080,Petrol,Manual,2,25.0,998.0,66.0,5.0,700000.0,301000.0
2016 Maruti Alto 800 LXI,Delhi,Hatchback,2016,97698,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,221000.0
2022 Maruti Baleno ALPHA 1.2 AGS,Gurugram,Hatchback,2022,27052,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,843000.0
2015 Maruti Swift Dzire LXI (O),Noida,Hatchback,2015,39849,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,392000.0
2012 Maruti Swift LXI,Ghaziabad,Hatchback,2012,41942,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,254000.0
2023 Maruti Alto K10 VXI,Faridabad,Hatchback,2023,21607,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,469000.0
2011 Maruti Swift LXI,Delhi,Hatchback,2011,31841,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,208000.0
2017 Maruti Wagon R 1.0 VXI,Gurugram,Hatchback,2017,43944,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,359000.0
2016 Maruti Baleno ALPHA PETROL 1.2,Noida,Hatchback,2016,89506,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,470000.0
2015 Maruti Swift VXI,Ghaziabad,Hatchback,2015,102460,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,349000.0
2012 Maruti Ertiga VXI,Faridabad,MPV,2012,54751,Petrol,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,401000.0
2020 Maruti Baleno ALPHA CVT PETROL 1.2,Delhi,Hatchback,2020,15673,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,763000.0
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,Gurugram,Sedan,2018,52662,Petrol,Manual,2,20.0,1462.0,103.0,5.0,1100000.0,554000.0
2018 Maruti Celerio ZXI,Noida,Hatchback,2018,60902,Petrol,Manual,2,25.0,998.0,66.0,5.0,700000.0,371000.0
2013 Maruti Swift VXI,Ghaziabad,Hatchback,2013,82496,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,299000.0
2017 Maruti Ciaz ALPHA AT 1.4 PETROL,Faridabad,Sedan,2017,90015,CNG,Automatic,2,20.0,1462.0,103.0,5.0,1100000.0,635000.0
2016 Maruti Ciaz ZXI,Delhi,Sedan,2016,57286,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,528000.0
2019 Maruti Baleno DELTA PETROL 1.2,Gurugram,Hatchback,2019,65056,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,523000.0
2018 Maruti Baleno ZETA PETROL 1.2,Noida,Hatchback,2018,45853,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,516000.0
2019 Maruti Celerio VXI,Ghaziabad,Hatchback,2019,63194,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,406000.0
2018 Maruti Swift ZXI PLUS,Faridabad,Hatchback,2018,21574,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,640000.0
2016 Maruti Ciaz ZXI+,Delhi,Sedan,2016,87163,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,526000.0
2022 Maruti Baleno ZETA PETROL 1.2,Gurugram,Hatchback,2022,12432,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,755000.0
2021 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2021,41436,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,604000.0
2019 Maruti Baleno DELTA PETROL 1.2,Ghaziabad,Hatchback,2019,47849,CNG,Manual,2,22.3,1197.0,89.0,5.0,900000.0,548000.0
2016 Maruti Swift LXI,Faridabad,Hatchback,2016,82344,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,343000.0
2015 Maruti Swift LXI (O),Delhi,Hatchback,2015,71287,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,335000.0
2019 Maruti IGNIS DELTA 1.2 AMT,Gurugram,Hatchback,2019,8644,Petrol,Automatic,1,20.9,1197.0,82.0,5.0,800000.0,526000.0
2018 Maruti Baleno ZETA CVT PETROL 1.2,Noida,Hatchback,2018,54458,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,560000.0
2015 Maruti Swift Dzire LXI (O),Ghaziabad,Hatchback,2015,35817,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,393000.0
2017 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2017,47472,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,490000.0
2022 Maruti IGNIS ZETA 1.2 AMT,Delhi,Hatchback,2022,36051,Petrol,Automatic,1,20.9,1197.0,82.0,5.0,800000.0,673000.0
2018 Maruti IGNIS DELTA 1.2 AMT,Gurugram,Hatchback,2018,26662,Petrol,Automatic,1,20.9,1197.0,82.0,5.0,800000.0,484000.0
2017 Maruti Baleno ALPHA PETROL 1.2,Noida,Hatchback,2017,91549,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,502000.0
2020 Maruti S PRESSO VXI+,Ghaziabad,Other,2020,31102,Petrol,Manual,2,,,,,,378000.0
2012 Maruti Swift VXI,Faridabad,Hatchback,2012,34096,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,265000.0
2019 Maruti Baleno ZETA PETROL 1.2,Delhi,Hatchback,2019,59602,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,561000.0
2022 Maruti Alto VXI,Gurugram,Hatchback,2022,2116,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,406000.0
2016 Maruti Ciaz ZXI,Noida,Sedan,2016,107298,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,474000.0
2014 Maruti Swift Dzire ZXI,Ghaziabad,Hatchback,2014,78609,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,333000.0
2021 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2021,33717,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,622000.0
2016 Maruti Wagon R 1.0 VXI AMT,Delhi,Hatchback,2016,86692,Petrol,Automatic,2,22.0,1197.0,88.0,5.0,750000.0,324000.0
2021 Maruti Baleno SIGMA PETROL 1.2,Gurugram,Hatchback,2021,20654,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,573000.0
2016 Maruti Ciaz VXI,Noida,Sedan,2016,60410,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,493000.0
2015 Maruti Swift Dzire LXI (O),Ghaziabad,Hatchback,2015,27571,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,392000.0
2015 Maruti Swift VXI,Faridabad,Hatchback,2015,59260,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,373000.0
2015 Maruti Ciaz VXI+,Delhi,Sedan,2015,56400,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,485000.0
2011 Maruti Swift VXI,Gurugram,Hatchback,2011,48906,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,222000.0
2014 Maruti Swift LXI (O),Noida,Hatchback,2014,72832,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,320000.0
2020 Maruti S PRESSO LXI,Ghaziabad,Other,2020,26213,Petrol,Manual,2,,,,,,332000.0
2022 Maruti Ciaz ZETA AT 1.5 SHVS PETROL,Faridabad,Sedan,2022,21566,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,1048000.0
2017 Maruti Wagon R 1.0 LXI CNG,Delhi,Hatchback,2017,117691,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,334000.0
2017 Maruti Baleno DELTA PETROL 1.2,Gurugram,Hatchback,2017,105428,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,449000.0
2016 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2016,94626,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,419000.0
2019 Maruti Celerio ZXI AMT,Ghaziabad,Hatchback,2019,74343,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,427000.0
2014 Maruti Wagon R 1.0 LXI,Faridabad,Hatchback,2014,32631,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,273000.0
2016 Maruti Celerio ZXI AMT,Delhi,Hatchback,2016,37597,Petrol,Automatic,2,25.0,998.0,66.0,5.0,700000.0,379000.0
2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,Gurugram,Sedan,2022,35472,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,915000.0
2019 Maruti Baleno DELTA CVT PETROL 1.2,Noida,Hatchback,2019,36124,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,590000.0
2021 Maruti Baleno DELTA PETROL 1.2,Ghaziabad,Hatchback,2021,33848,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,644000.0
2020 Maruti Baleno ALPHA CVT PETROL 1.2,Faridabad,Hatchback,2020,27579,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,699000.0
2022 Maruti Alto VXI,Delhi,Hatchback,2022,34574,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,368000.0
2020 Maruti New Wagon-R VXI 1.0 AMT,Gurugram,Other,2020,41307,Petrol,Automatic,2,,,,,,477000.0
2017 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2017,29628,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,503000.0
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,Ghaziabad,Sedan,2019,41735,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,749000.0
2020 Maruti New Wagon-R LXI 1.0,Faridabad,Other,2020,20914,Petrol,Manual,1,,,,,,472000.0
2018 Maruti Alto 800 LXI O,Delhi,Hatchback,2018,68062,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,298000.0
2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,Gurugram,Sedan,2022,15892,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,932000.0
2015 Maruti Baleno ALPHA DIESEL 1.3,Noida,Hatchback,2015,70867,Diesel,Manual,2,22.3,1197.0,89.0,5.0,900000.0,451000.0
2019 Maruti Baleno DELTA PETROL 1.2,Ghaziabad,Hatchback,2019,65533,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,529000.0
2022 Maruti New Wagon-R ZXI 1.2,Faridabad,Other,2022,13103,Petrol,Manual,1,,,,,,545000.0
2018 Maruti Alto 800 LXI,Delhi,Hatchback,2018,89267,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,278000.0
2020 Maruti Alto VXI,Gurugram,Hatchback,2020,35457,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,336000.0
2021 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2021,29923,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,633000.0
2011 Maruti Alto K10 VXI,Ghaziabad,Hatchback,2011,63048,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,154000.0
2016 Maruti Alto K10 VXI AMT,Faridabad,Hatchback,2016,48331,Petrol,Automatic,2,24.0,998.0,66.0,5.0,600000.0,294000.0
2021 Maruti Baleno DELTA PETROL 1.2,Delhi,Hatchback,2021,28415,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,644000.0
2017 Maruti Celerio VXI CNG,Gurugram,Hatchback,2017,103154,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,368000.0
2017 Maruti Baleno ZETA PETROL 1.2,Noida,Hatchback,2017,33665,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,506000.0
2020 Maruti Baleno ZETA PETROL 1.2,Ghaziabad,Hatchback,2020,55790,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,631000.0
2021 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2021,25705,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,644000.0
2019 Maruti Baleno DELTA PETROL 1.2,Delhi,Hatchback,2019,35190,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,551000.0
2019 Maruti Baleno ZETA PETROL 1.2,Gurugram,Hatchback,2019,43478,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,600000.0
2015 Maruti Ciaz VXI+,Noida,Sedan,2015,109535,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,462000.0
2017 Maruti Celerio ZXI AMT (O),Ghaziabad,Hatchback,2017,41734,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,395000.0
2020 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2020,60770,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,598000.0
2018 Maruti Wagon R 1.0 LXI CNG,Delhi,Hatchback,2018,91668,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,373000.0
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,Gurugram,Sedan,2018,43343,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,630000.0
2017 Maruti Swift LXI (O),Noida,Hatchback,2017,23582,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,436000.0
2017 Maruti Ciaz ALPHA 1.4 PETROL,Ghaziabad,Sedan,2017,43537,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,642000.0
2017 Maruti Swift LXI (O),Faridabad,Hatchback,2017,42401,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,417000.0
2018 Maruti Celerio X ZXI (O) AMT,Delhi,Hatchback,2018,50012,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,411000.0
2020 Maruti S PRESSO VXI+,Gurugram,Other,2020,18442,Petrol,Manual,1,,,,,,410000.0
2015 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2015,69216,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,425000.0
2018 Maruti Wagon R 1.0 LXI CNG,Ghaziabad,Hatchback,2018,87192,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,373000.0
2015 Maruti Ciaz VXI+,Faridabad,Sedan,2015,119077,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,435000.0
